location,other_location_details,size,bedrooms,bathrooms,price,property_type,purchase_type,source,beds,baths,toilets
Langata Area Langata Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Close to Junction mal, Ngong Rd Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kilimani Kilimani Dagoretti North Nairobi,,2400.0,3.0,3.0,30000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Adams arcade, Mountain View Westlands Nairobi",,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Umoja 1, Umoja Nairobi",,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
"close to Makadara Law Courts, Makadara Makadara Nairobi",,2400.0,3.0,3.0,10500.0,House,Rent,propco_rent,1.0,1.0,1.0
"behind Diamond Plaza, Highridge Nairobi",,2400.0,3.0,3.0,8000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Dam Estate, Langata Area Langata Nairobi",,2400.0,3.0,3.0,7600.0,House,Rent,propco_rent,1.0,1.0,1.0
"Dam Estate, Langata Area Langata Nairobi",,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,1.0,1.0,1.0
Ngong Rd Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Stima house area, Ngara Nairobi",,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,1.0,1.0,1.0
Parklands Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,0.0
"muchai drive, behind china centre, Ngong Rd Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,0.0,1.0,1.0
Hurlingham Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,0.0
"Section 9, Thika Road Thika Road Nairobi",,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"section 9, near thika nursing home, Thika Road Nairobi",,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Mara Savannah, Donholm Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,3.0,3.0
"Nasra garden, near mama lucy, Umoja Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,3.0,3.0
"Kasarani ICIPE, Kasarani Nairobi",,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Spring Valley Nairobi,,2400.0,3.0,3.0,420000.0,Apartment,Rent,propco_rent,3.0,3.0,4.0
"12TH STREET, Eastleigh South Nairobi",,2400.0,3.0,3.0,12000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Katani Road, Syokimau Nairobi",,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Sore road, South B Nairobi",,2400.0,3.0,3.0,14500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Riverside Nairobi,,2400.0,3.0,3.0,120000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Thome Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
"School lane, Westlands Nairobi",,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
South C Nairobi,,2400.0,3.0,3.0,13000.0,House,Rent,propco_rent,1.0,1.0,0.0
KASARANI EQUITY Kasarani Nairobi,,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Imara Daima Nairobi,,2400.0,3.0,3.0,13000.0,House,Rent,propco_rent,1.0,1.0,0.0
Buruburu Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,2.0,0.0
"Greenhouse, Woodley Kenyatta Golf Course Nairobi",,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
"3rd Avenue, Parkland Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,0.0,1.0,1.0
Spring Valley Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
"utawala Benedicta, Utawala Nairobi",,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,0.0,1.0,1.0
Langata Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
Utawala Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,3.0,3.0
Komarock Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Westlands Nairobi,,2400.0,3.0,3.0,28000.0,House,Rent,propco_rent,4.0,4.0,4.0
Hurlingham Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,3.0,3.0,3.0
Thika Road Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kahawa West Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,0.0
Utawala Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,0.0
Langata Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,0.0
Donholm Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,0.0
Ruaka Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,0.0
Githurai Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,0.0
"Benedictor, amani court Utawala Nairobi",,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,3.0,3.0
"near cooperation, Uthiru Ruthimitu Nairobi",,2400.0,3.0,3.0,6000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Villa franca estate, near imara mall, Imara Daima Nairobi",,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Umoja Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Harambee Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Githurai Nairobi,,2400.0,3.0,3.0,5000.0,House,Rent,propco_rent,1.0,1.0,1.0
Ruai Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
Langata Nairobi,,2400.0,3.0,3.0,45000.0,House,Rent,propco_rent,3.0,3.0,3.0
Madaraka Nairobi,,2400.0,3.0,3.0,7000.0,House,Rent,propco_rent,1.0,1.0,1.0
Thika Road Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
Runda Nairobi,,2400.0,3.0,3.0,350000.0,House,Rent,propco_rent,5.0,5.0,6.0
Joska Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,160000.0,Apartment,Rent,propco_rent,3.0,3.0,4.0
Utawala Nairobi,,2400.0,3.0,3.0,5000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Utawala Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,2.0,2.0
Westlands Area Westlands Nairobi,,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,1.0,2.0,2.0
"Naivasha road, Riruta Satellite Nairobi",,2400.0,3.0,3.0,9000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Runda Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Ruaka joyland, Ruaka Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
Ruaka Nairobi,,2400.0,3.0,3.0,18500.0,House,Rent,propco_rent,2.0,2.0,2.0
Donholm Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,2.0,2.0
Karen Nairobi,,2400.0,3.0,3.0,500000.0,House,Rent,propco_rent,5.0,5.0,6.0
Kasuku center Kileleshwa Nairobi,,2400.0,3.0,3.0,28000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Joyland, Ruaka Nairobi",,2400.0,3.0,3.0,13000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Mirema drive close to PAC University, Mirema Nairobi",,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Madaraka Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Langata road, Langata Area Langata Nairobi",,2400.0,3.0,3.0,14000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
South C Nairobi,,2400.0,3.0,3.0,11000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,3.0,3.0,3.0
Riverside Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
Rosslyn Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
Westlands Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,2.0,2.0,2.0
Nairobi West Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
South B Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
"Parkland first Avenue, Parklands Nairobi",,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Golden Gate, South B Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"allsoap area, Ruaraka Ruaraka Nairobi",,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,4.0,1.0,1.0
Eastleigh South Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,3.0,3.0,3.0
Eastleigh North Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Donholm Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Dandora Area Ii Nairobi,,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,2.0,2.0,3.0
Dandora Area I Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
Dagoretti South Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,3.0
Dagoretti North Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,2.0
California Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Buruburu Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,2.0,2.0
Baba Dogo Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,3.0
Airbase Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,3.0,3.0
Cooperation Imara Daima Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Mountain View Estate, Mountain View Nairobi",,2400.0,3.0,3.0,15500.0,House,Rent,propco_rent,1.0,1.0,1.0
South C Nairobi,,2400.0,3.0,3.0,24000.0,House,Rent,propco_rent,2.0,2.0,2.0
Lower Kabete Nairobi,,2400.0,3.0,3.0,22500.0,House,Rent,propco_rent,2.0,2.0,2.0
"Marurui Thome close to Jaggy's, Marurui Roysambu Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
"close to Sunstar Hotel, Garden Estate Nairobi",,2400.0,3.0,3.0,13500.0,House,Rent,propco_rent,1.0,1.0,1.0
Kahawa Sukari Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,2.0,2.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,15000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Muimara, Imara Daima Nairobi",,2400.0,3.0,3.0,7500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Maziwa Imara Daima Nairobi,,2400.0,3.0,3.0,6500.0,House,Rent,propco_rent,1.0,1.0,1.0
"Farmers choice, Kahawa West Nairobi",,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
Madaraka Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Thika Road, Thome Nairobi",,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,2.0,2.0,2.0
KATANI ROAD Syokimau Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
"DONHOLM NAIVAS, Donholm Nairobi",,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Raphta road, Westlands Nairobi",,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"NOMADS HOTEL, Eastleigh South Nairobi",,2400.0,3.0,3.0,16000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Parklands Nairobi,,2400.0,3.0,3.0,6000.0,House,Rent,propco_rent,1.0,1.0,1.0
South B Nairobi,,2400.0,3.0,3.0,17000.0,House,Rent,propco_rent,2.0,2.0,2.0
Buruburu Nairobi,,2400.0,3.0,3.0,5000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kahawa Sukari Nairobi,,2400.0,3.0,3.0,6000.0,House,Rent,propco_rent,1.0,1.0,1.0
Valley arcade Valley Arcade Nairobi,,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Garden Estate Nairobi,,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,3.0,3.0,3.0
Imara Daima Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Thome Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
Utawala Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kawangware Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kahawa West Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,60000.0,House,Rent,propco_rent,3.0,3.0,3.0
Karen Nairobi,,2400.0,3.0,3.0,45000.0,House,Rent,propco_rent,3.0,3.0,3.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,68000.0,House,Rent,propco_rent,3.0,3.0,3.0
Karen Nairobi,,2400.0,3.0,3.0,50000.0,House,Rent,propco_rent,3.0,3.0,3.0
Ngumba Estate close to Garden City Mall Ngumba Estate Kasarani Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,2.0,2.0
Pangani Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,2.0,2.0,2.0
Waithaka Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Mountain View Estate, Mountain View Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Utawala Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Karen Nairobi,,2400.0,3.0,3.0,17500.0,House,Rent,propco_rent,1.0,1.0,1.0
"close to Ruai Family Hospital, Ruai Kasarani Nairobi",,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,2.0,2.0,2.0
Garden Estate Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,2.0,2.0,2.0
Umoja Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Kenyatta market, Ngumo Estate Langata Nairobi",,2400.0,3.0,3.0,13000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Thika Road, Thome Nairobi",,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,3.0,3.0
"Jabavu Lane, Kilimani Nairobi",,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
"12 TH STREET, Eastleigh South Nairobi",,2400.0,3.0,3.0,18000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
"Jabavu road, Hurlingham Nairobi",,2400.0,3.0,3.0,23000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Gate B, Roysambu Area Roysambu Nairobi",,2400.0,3.0,3.0,8000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
NGUMO Woodley Kenyatta Golf Course Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Muimara, Imara Daima Nairobi",,2400.0,3.0,3.0,13500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"close to Ruai Family Hospital, Ruai Kasarani Nairobi",,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
Buruburu Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,2.0,2.0
Uthiru Ruthimitu Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Thome Marurui close to Jaggy's, Marurui Roysambu Nairobi",,2400.0,3.0,3.0,6000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Wilmary Estate, Ruaraka Ruaraka Nairobi",,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,3.0,3.0,3.0
WOOD AVENUE Westlands Nairobi,,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Garden Estate Nairobi,,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,2.0,2.0,2.0
Buruburu Nairobi,,2400.0,3.0,3.0,6500.0,House,Rent,propco_rent,1.0,1.0,0.0
Madaraka Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Imara Daima Nairobi,,2400.0,3.0,3.0,18500.0,House,Rent,propco_rent,2.0,2.0,2.0
Utawala Utawala Nairobi,,2400.0,3.0,3.0,24000.0,House,Rent,propco_rent,3.0,2.0,2.0
"Kasarani ICIPE, Kasarani Area Kasarani Nairobi",,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Langata Area Langata Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kilimani Nairobi,,2400.0,3.0,3.0,22500.0,House,Rent,propco_rent,1.0,1.0,1.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Eleventh street, Eastleigh North Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,2.0,1.0,1.0
green house Ngong Rd Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Mogoya court, South C Nairobi",,2400.0,3.0,3.0,24000.0,House,Rent,propco_rent,2.0,2.0,2.0
Katani road Syokimau Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kileleshwa Nairobi,,2400.0,3.0,3.0,24000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Katani Road, Syokimau Nairobi",,2400.0,3.0,3.0,50000.0,House,Rent,propco_rent,5.0,5.0,5.0
"Madaraka Siwaka Estate, Madaraka Nairobi",,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,0.0,1.0,1.0
Komarock Nairobi,,2400.0,3.0,3.0,6500.0,House,Rent,propco_rent,1.0,1.0,1.0
"Ruai Bypass Opposite Afro Sayari Gardens, Ruai Nairobi",,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,120000.0,House,Rent,propco_rent,4.0,4.0,4.0
"Adams arcade, Ngong Rd Nairobi",,2400.0,3.0,3.0,7000.0,House,Rent,propco_rent,1.0,1.0,1.0
Ngong Rd Nairobi,,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,1.0,1.0,1.0
Lavington Nairobi,,2400.0,3.0,3.0,6713000.0,Apartment,Rent,propco_rent,4.0,4.0,5.0
"Wood Avenue, Kilimani Nairobi",,2400.0,3.0,3.0,135000.0,Apartment,Rent,propco_rent,3.0,2.0,2.0
Karen Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Westlands Nairobi,,2400.0,3.0,3.0,250000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
"TRM Drive, Roysambu Nairobi",,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Jabavu road, Hurlingham Nairobi",,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Embakasi Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Embakasi Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
Seasons Kasarani Area Kasarani Nairobi,,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
KAREN KSL Karen Nairobi,,2400.0,3.0,3.0,6500.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
"Maziwa stage, Imara Daima Nairobi",,2400.0,3.0,3.0,9000.0,House,Rent,propco_rent,1.0,1.0,1.0
"James Gichuru Road, Lavington Nairobi",,2400.0,3.0,3.0,70000.0,House,Rent,propco_rent,3.0,3.0,3.0
Lavington Nairobi,,2400.0,3.0,3.0,50000.0,House,Rent,propco_rent,3.0,3.0,3.0
Langata Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
Buruburu Nairobi,,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kayole Central Nairobi,,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kawangware Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Cooperation Ngara Nairobi,,2400.0,3.0,3.0,6000.0,House,Rent,propco_rent,1.0,1.0,1.0
South C Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Donholm Nairobi,,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
South B Nairobi,,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Mombasa Rd Nairobi,,2400.0,3.0,3.0,12000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
South B Nairobi,,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,2.0,2.0,2.0
Syokimau Nairobi,,2400.0,3.0,3.0,60000.0,Apartment,Rent,propco_rent,5.0,5.0,5.0
Garden Estate Nairobi,,2400.0,3.0,3.0,12000.0,House,Rent,propco_rent,1.0,1.0,1.0
Ngara Nairobi,,2400.0,3.0,3.0,6000.0,House,Rent,propco_rent,1.0,1.0,1.0
"behind the Greenhouse Mall, Ngong Rd Nairobi",,2400.0,3.0,3.0,16000.0,House,Rent,propco_rent,1.0,1.0,1.0
Valley Arcade Nairobi,,2400.0,3.0,3.0,15000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Waithaka Nairobi,,2400.0,3.0,3.0,11000.0,House,Rent,propco_rent,1.0,1.0,1.0
"akila estate, Madaraka Nairobi",,2400.0,3.0,3.0,20000.0,Apartment,Rent,propco_rent,2.0,2.0,2.0
Embakasi Central Embakasi Nairobi,,2400.0,3.0,3.0,10000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
South B Nairobi,,2400.0,3.0,3.0,12000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Westlands Area Westlands Nairobi,,2400.0,3.0,3.0,12000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Roysambu Area Roysambu Nairobi,,2400.0,3.0,3.0,14000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Muchai Drive, Ngong Rd Nairobi",,2400.0,3.0,3.0,40000.0,House,Rent,propco_rent,2.0,2.0,2.0
Garden Estate Nairobi,,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,2.0,2.0,2.0
Kilimani Nairobi,,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,3.0,3.0
"Ngumba near kabsmart supermarket, Thika Road Nairobi",,2400.0,3.0,3.0,30000.0,House,Rent,propco_rent,3.0,2.0,2.0
"GACHARAGE AREAS, Ruaka Nairobi",,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Ngei 2 Estate, Langata Nairobi",,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,3.0,2.0,2.0
Kangemi Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Ngong Rd Nairobi,,2400.0,3.0,3.0,50000.0,House,Rent,propco_rent,3.0,3.0,3.0
Near posta Kangemi Nairobi,,2400.0,3.0,3.0,22000.0,House,Rent,propco_rent,3.0,2.0,2.0
Muthaiga Nairobi,,2400.0,3.0,3.0,50000.0,House,Rent,propco_rent,3.0,3.0,3.0
Ridgeways Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Syokimau Nairobi,,2400.0,3.0,3.0,18000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Mirema drive, Mirema Nairobi",,2400.0,3.0,3.0,11000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Umoja Nairobi,,2400.0,3.0,3.0,6000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Katani Road, Syokimau Nairobi",,2400.0,3.0,3.0,30000.0,Apartment,Rent,propco_rent,3.0,3.0,3.0
Utawala Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
Pangani Nairobi,,2400.0,3.0,3.0,5500.0,House,Rent,propco_rent,1.0,1.0,1.0
"westland Riverside drive /River side lane, Riverside Nairobi",,2400.0,3.0,3.0,45000.0,House,Rent,propco_rent,2.0,2.0,2.0
Imara Daima Nairobi,,2400.0,3.0,3.0,15000.0,House,Rent,propco_rent,2.0,2.0,2.0
"near stima plaza, Ngara Nairobi",,2400.0,3.0,3.0,7000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Nairobi West Nairobi,,2400.0,3.0,3.0,17000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Roysambu Nairobi,,2400.0,3.0,3.0,8000.0,House,Rent,propco_rent,1.0,1.0,1.0
Runda Nairobi,,2400.0,3.0,3.0,150000.0,House,Rent,propco_rent,4.0,4.0,4.0
Kilimani Nairobi,,2400.0,3.0,3.0,20000.0,Apartment,Rent,propco_rent,1.0,1.0,1.0
Kitisuru Nairobi,,2400.0,3.0,3.0,75000.0,House,Rent,propco_rent,3.0,3.0,3.0
"Runda drive, Runda Nairobi",,2400.0,3.0,3.0,20000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Riara Rd, Kilimani Nairobi",,2400.0,3.0,3.0,50000.0,House,Rent,propco_rent,2.0,2.0,2.0
"Nyayo Estate, Embakasi Nairobi",,2400.0,3.0,3.0,25000.0,House,Rent,propco_rent,3.0,2.0,2.0
Jamhuri Nairobi,,2400.0,3.0,3.0,10000.0,House,Rent,propco_rent,1.0,1.0,1.0
Kahawa Sukari Nairobi,,2400.0,3.0,3.0,7000.0,House,Rent,propco_rent,1.0,1.0,1.0
"Nyayo Estate, Nyayo Highrise Nairobi",,2400.0,3.0,3.0,35000.0,House,Rent,propco_rent,3.0,2.0,3.0
